GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,BTTRA,BTBGA,NAME_E,ALW1E001,NAME_M,ALW1M001
"G01038","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01038",,,,,,,,"86000US01038",,,"ZCTA5 01038",72045,"ZCTA5 01038",13312
"G01039","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01039",,,,,,,,"86000US01039",,,"ZCTA5 01039",94191,"ZCTA5 01039",12303
"G01040","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01040",,,,,,,,"86000US01040",,,"ZCTA5 01040",40769,"ZCTA5 01040",3172
"G01050","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01050",,,,,,,,"86000US01050",,,"ZCTA5 01050",67750,"ZCTA5 01050",7645
"G01053","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01053",,,,,,,,"86000US01053",,,"ZCTA5 01053",60823,"ZCTA5 01053",17025
"G01054","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01054",,,,,,,,"86000US01054",,,"ZCTA5 01054",90978,"ZCTA5 01054",7944
"G01056","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01056",,,,,,,,"86000US01056",,,"ZCTA5 01056",73458,"ZCTA5 01056",6212
"G01057","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01057",,,,,,,,"86000US01057",,,"ZCTA5 01057",83008,"ZCTA5 01057",8433
"G01060","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01060",,,,,,,,"86000US01060",,,"ZCTA5 01060",61798,"ZCTA5 01060",4582
"G01062","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01062",,,,,,,,"86000US01062",,,"ZCTA5 01062",75179,"ZCTA5 01062",8929
"G01063","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01063",,,,,,,,"86000US01063",,,"ZCTA5 01063",,"ZCTA5 01063",
"G01066","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01066",,,,,,,,"86000US01066",,,"ZCTA5 01066",,"ZCTA5 01066",
"G01068","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01068",,,,,,,,"86000US01068",,,"ZCTA5 01068",88571,"ZCTA5 01068",5615
"G01069","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01069",,,,,,,,"86000US01069",,,"ZCTA5 01069",63750,"ZCTA5 01069",13704
"G01070","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01070",,,,,,,,"86000US01070",,,"ZCTA5 01070",60000,"ZCTA5 01070",11874
"G01071","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01071",,,,,,,,"86000US01071",,,"ZCTA5 01071",75592,"ZCTA5 01071",7323
"G01072","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01072",,,,,,,,"86000US01072",,,"ZCTA5 01072",80625,"ZCTA5 01072",12233
"G01073","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01073",,,,,,,,"86000US01073",,,"ZCTA5 01073",104577,"ZCTA5 01073",11802
"G01074","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01074",,,,,,,,"86000US01074",,,"ZCTA5 01074",86414,"ZCTA5 01074",11791
"G01075","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01075",,,,,,,,"86000US01075",,,"ZCTA5 01075",69346,"ZCTA5 01075",5458
"G01077","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01077",,,,,,,,"86000US01077",,,"ZCTA5 01077",73776,"ZCTA5 01077",9289
"G01079","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01079",,,,,,,,"86000US01079",,,"ZCTA5 01079",31594,"ZCTA5 01079",20756
"G01080","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01080",,,,,,,,"86000US01080",,,"ZCTA5 01080",65741,"ZCTA5 01080",12615
"G01081","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01081",,,,,,,,"86000US01081",,,"ZCTA5 01081",69250,"ZCTA5 01081",10148
"G01082","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01082",,,,,,,,"86000US01082",,,"ZCTA5 01082",56637,"ZCTA5 01082",6242
"G01083","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,,,,"86000US01083",,,"ZCTA5 01083",60323,"ZCTA5 01083",41503
"G01084","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,,,,"86000US01084",,,"ZCTA5 01084",75938,"ZCTA5 01084",22168
"G01085","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,,,,"86000US01085",,,"ZCTA5 01085",68042,"ZCTA5 01085",2821
"G01086","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,,,,"86000US01086",,,"ZCTA5 01086",,"ZCTA5 01086",
"G01088","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,,,,"86000US01088",,,"ZCTA5 01088",54286,"ZCTA5 01088",22939
"G01089","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,,,,"86000US01089",,,"ZCTA5 01089",53053,"ZCTA5 01089",3094
"G01092","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,,,,"86000US01092",,,"ZCTA5 01092",108725,"ZCTA5 01092",35242
"G01093","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,,,,"86000US01093",,,"ZCTA5 01093",91563,"ZCTA5 01093",34014
"G01094","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,,,,"86000US01094",,,"ZCTA5 01094",,"ZCTA5 01094",
"G01095","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,,,,"86000US01095",,,"ZCTA5 01095",108965,"ZCTA5 01095",6878
"G01096","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,,,,"86000US01096",,,"ZCTA5 01096",82574,"ZCTA5 01096",6629
"G01097","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,,,,"86000US01097",,,"ZCTA5 01097",,"ZCTA5 01097",
"G01098","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,,,,"86000US01098",,,"ZCTA5 01098",80192,"ZCTA5 01098",9779
"G01103","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,,,,"86000US01103",,,"ZCTA5 01103",26135,"ZCTA5 01103",5226
"G01104","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,,,,"86000US01104",,,"ZCTA5 01104",34937,"ZCTA5 01104",3403
"G01105","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,,,,"86000US01105",,,"ZCTA5 01105",19427,"ZCTA5 01105",1793
"G01106","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,,,,"86000US01106",,,"ZCTA5 01106",121141,"ZCTA5 01106",6629
"G01107","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,,,,"86000US01107",,,"ZCTA5 01107",26258,"ZCTA5 01107",3677
"G01108","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,,,,"86000US01108",,,"ZCTA5 01108",43235,"ZCTA5 01108",3938
"G01109","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,,,,"86000US01109",,,"ZCTA5 01109",35339,"ZCTA5 01109",2850
"G01118","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,,,,"86000US01118",,,"ZCTA5 01118",63571,"ZCTA5 01118",6798
"G01119","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,,,,"86000US01119",,,"ZCTA5 01119",46985,"ZCTA5 01119",5816
"G01128","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,,,,"86000US01128",,,"ZCTA5 01128",61659,"ZCTA5 01128",12337
"G01129","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,,,,"86000US01129",,,"ZCTA5 01129",58621,"ZCTA5 01129",7512
"G01151","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,,,,"86000US01151",,,"ZCTA5 01151",43128,"ZCTA5 01151",2942
"G01199","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,,,,"86000US01199",,,"ZCTA5 01199",,"ZCTA5 01199",
"G01201","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,,,,"86000US01201",,,"ZCTA5 01201",52223,"ZCTA5 01201",2683
"G01220","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,,,,"86000US01220",,,"ZCTA5 01220",53223,"ZCTA5 01220",3561
"G01222","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,,,,"86000US01222",,,"ZCTA5 01222",58646,"ZCTA5 01222",37741
"G01223","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,,,,"86000US01223",,,"ZCTA5 01223",75250,"ZCTA5 01223",13693
"G01224","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,,,,"86000US01224",,,"ZCTA5 01224",77717,"ZCTA5 01224",64499
"G01225","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,,,,"86000US01225",,,"ZCTA5 01225",71081,"ZCTA5 01225",12699
"G01226","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,,,,"86000US01226",,,"ZCTA5 01226",68915,"ZCTA5 01226",9418
"G01229","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,,,,"86000US01229",,,"ZCTA5 01229",,"ZCTA5 01229",
"G01230","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,,,,"86000US01230",,,"ZCTA5 01230",69328,"ZCTA5 01230",8238
"G01235","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,,,,"86000US01235",,,"ZCTA5 01235",63947,"ZCTA5 01235",5878
"G01236","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,,,,"86000US01236",,,"ZCTA5 01236",64048,"ZCTA5 01236",14436
"G01237","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,,,,"86000US01237",,,"ZCTA5 01237",67625,"ZCTA5 01237",15853
"G01238","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,,,,"86000US01238",,,"ZCTA5 01238",73333,"ZCTA5 01238",15101
"G01240","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,,,,"86000US01240",,,"ZCTA5 01240",68393,"ZCTA5 01240",19874
"G01242","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,,,,"86000US01242",,,"ZCTA5 01242",,"ZCTA5 01242",
"G01243","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,,,,"86000US01243",,,"ZCTA5 01243",49643,"ZCTA5 01243",29423
"G01244","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,,,,"86000US01244",,,"ZCTA5 01244",51538,"ZCTA5 01244",10007
"G01245","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,,,,"86000US01245",,,"ZCTA5 01245",80417,"ZCTA5 01245",25218
"G01247","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,,,,"86000US01247",,,"ZCTA5 01247",44721,"ZCTA5 01247",4223
"G01253","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,,,,"86000US01253",,,"ZCTA5 01253",85417,"ZCTA5 01253",20896
"G01254","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,,,,"86000US01254",,,"ZCTA5 01254",91484,"ZCTA5 01254",9826
"G01255","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,,,,"86000US01255",,,"ZCTA5 01255",71023,"ZCTA5 01255",9156
"G01256","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,,,,"86000US01256",,,"ZCTA5 01256",58125,"ZCTA5 01256",12327
"G01257","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,,,,"86000US01257",,,"ZCTA5 01257",100909,"ZCTA5 01257",34319
"G01258","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,,,,"86000US01258",,,"ZCTA5 01258",67500,"ZCTA5 01258",15696
"G01259","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,,,,"86000US01259",,,"ZCTA5 01259",68438,"ZCTA5 01259",25874
"G01260","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,,,,"86000US01260",,,"ZCTA5 01260",118508,"ZCTA5 01260",19475
"G01262","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,,,,"86000US01262",,,"ZCTA5 01262",29659,"ZCTA5 01262",3863
"G01264","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,,,,"86000US01264",,,"ZCTA5 01264",71250,"ZCTA5 01264",13027
"G01266","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,,,,"86000US01266",,,"ZCTA5 01266",73906,"ZCTA5 01266",8641
"G01267","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,,,,"86000US01267",,,"ZCTA5 01267",83939,"ZCTA5 01267",11104
"G01270","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,,,,"86000US01270",,,"ZCTA5 01270",85417,"ZCTA5 01270",18778
"G01301","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,,,,"86000US01301",,,"ZCTA5 01301",50889,"ZCTA5 01301",3512
"G01330","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,,,,"86000US01330",,,"ZCTA5 01330",70761,"ZCTA5 01330",6812
"G01331","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,,,,"86000US01331",,,"ZCTA5 01331",57987,"ZCTA5 01331",6953
"G01337","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,,,,"86000US01337",,,"ZCTA5 01337",66771,"ZCTA5 01337",3855
"G01338","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,,,,"86000US01338",,,"ZCTA5 01338",60347,"ZCTA5 01338",12427
"G01339","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,,,,"86000US01339",,,"ZCTA5 01339",64813,"ZCTA5 01339",9089
"G01340","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,,,,"86000US01340",,,"ZCTA5 01340",62500,"ZCTA5 01340",8425
"G01341","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,,,,"86000US01341",,,"ZCTA5 01341",96563,"ZCTA5 01341",10268
"G01342","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,,,,"86000US01342",,,"ZCTA5 01342",85341,"ZCTA5 01342",31406
"G01343","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,,,,"86000US01343",,,"ZCTA5 01343",71625,"ZCTA5 01343",5726
"G01344","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,,,,"86000US01344",,,"ZCTA5 01344",62727,"ZCTA5 01344",12409
"G01346","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,,,,"86000US01346",,,"ZCTA5 01346",69375,"ZCTA5 01346",22463
"G01347","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,,,,"86000US01347",,,"ZCTA5 01347",53846,"ZCTA5 01347",20748
"G01349","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,,,,"86000US01349",,,"ZCTA5 01349",65536,"ZCTA5 01349",19854
"G01350","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,,,,"86000US01350",,,"ZCTA5 01350",28750,"ZCTA5 01350",6235
"G01351","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,,,,"86000US01351",,,"ZCTA5 01351",81042,"ZCTA5 01351",10390
"G01354","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,,,,"86000US01354",,,"ZCTA5 01354",67917,"ZCTA5 01354",9560
"G01355","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,,,,"86000US01355",,,"ZCTA5 01355",65875,"ZCTA5 01355",9155
"G01360","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,,,,"86000US01360",,,"ZCTA5 01360",75875,"ZCTA5 01360",14240
"G01364","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,,,,"86000US01364",,,"ZCTA5 01364",50890,"ZCTA5 01364",6704
"G01366","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,,,,"86000US01366",,,"ZCTA5 01366",71484,"ZCTA5 01366",13406
"G01367","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,,,,"86000US01367",,,"ZCTA5 01367",63750,"ZCTA5 01367",12639
"G01368","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,,,,"86000US01368",,,"ZCTA5 01368",76250,"ZCTA5 01368",10290
"G01370","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,,,,"86000US01370",,,"ZCTA5 01370",62966,"ZCTA5 01370",7954
"G01373","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,,,,"86000US01373",,,"ZCTA5 01373",78382,"ZCTA5 01373",11460
"G01375","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,,,,"86000US01375",,,"ZCTA5 01375",55625,"ZCTA5 01375",6825
"G01376","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,,,,"86000US01376",,,"ZCTA5 01376",40913,"ZCTA5 01376",6376
"G01378","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,,,,"86000US01378",,,"ZCTA5 01378",59375,"ZCTA5 01378",8295
"G01379","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,,,,"86000US01379",,,"ZCTA5 01379",53750,"ZCTA5 01379",11947
"G01420","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,,,,"86000US01420",,,"ZCTA5 01420",57207,"ZCTA5 01420",3814
"G01430","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,,,,"86000US01430",,,"ZCTA5 01430",95037,"ZCTA5 01430",12601
"G01431","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,,,,"86000US01431",,,"ZCTA5 01431",97958,"ZCTA5 01431",10487
"G01432","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,,,,"86000US01432",,,"ZCTA5 01432",94375,"ZCTA5 01432",16203
"G01434","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,,,,"86000US01434",,,"ZCTA5 01434",92426,"ZCTA5 01434",57521
"G01436","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,,,,"86000US01436",,,"ZCTA5 01436",73169,"ZCTA5 01436",21253
"G01438","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,,,,"86000US01438",,,"ZCTA5 01438",119808,"ZCTA5 01438",50794
"G01440","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,,,,"86000US01440",,,"ZCTA5 01440",49679,"ZCTA5 01440",4337
"G01450","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,,,,"86000US01450",,,"ZCTA5 01450",129085,"ZCTA5 01450",12955
"G01451","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,,,,"86000US01451",,,"ZCTA5 01451",162619,"ZCTA5 01451",16607
"G01452","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,,,,"86000US01452",,,"ZCTA5 01452",91734,"ZCTA5 01452",11485
"G01453","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,,,,"86000US01453",,,"ZCTA5 01453",61887,"ZCTA5 01453",3298
"G01460","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,,,,"86000US01460",,,"ZCTA5 01460",123413,"ZCTA5 01460",10471
"G01462","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,,,,"86000US01462",,,"ZCTA5 01462",103228,"ZCTA5 01462",6658
"G01463","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,,,,"86000US01463",,,"ZCTA5 01463",104130,"ZCTA5 01463",5281
"G01464","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,,,,"86000US01464",,,"ZCTA5 01464",76875,"ZCTA5 01464",17544
"G01467","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,,,,"86000US01467",,,"ZCTA5 01467",,"ZCTA5 01467",
"G01468","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,,,,"86000US01468",,,"ZCTA5 01468",73246,"ZCTA5 01468",12965
"G01469","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,,,,"86000US01469",,,"ZCTA5 01469",91964,"ZCTA5 01469",9025
"G01473","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,,,,"86000US01473",,,"ZCTA5 01473",100972,"ZCTA5 01473",4515
"G01474","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,,,,"86000US01474",,,"ZCTA5 01474",90302,"ZCTA5 01474",19680
"G01475","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,,,,"86000US01475",,,"ZCTA5 01475",80267,"ZCTA5 01475",11999
"G01501","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,,,,"86000US01501",,,"ZCTA5 01501",85432,"ZCTA5 01501",6652
"G01503","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,,,,"86000US01503",,,"ZCTA5 01503",99297,"ZCTA5 01503",16046
"G01504","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,,,,"86000US01504",,,"ZCTA5 01504",95375,"ZCTA5 01504",7093
"G01505","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,,,,"86000US01505",,,"ZCTA5 01505",97591,"ZCTA5 01505",8582
"G01506","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,,,,"86000US01506",,,"ZCTA5 01506",70338,"ZCTA5 01506",17157
"G01507","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,,,,"86000US01507",,,"ZCTA5 01507",101111,"ZCTA5 01507",6145
"G01510","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,,,,"86000US01510",,,"ZCTA5 01510",67634,"ZCTA5 01510",6999
"G01515","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,,,,"86000US01515",,,"ZCTA5 01515",82946,"ZCTA5 01515",9576
"G01516","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,,,,"86000US01516",,,"ZCTA5 01516",99943,"ZCTA5 01516",10051
"G01518","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,,,,"86000US01518",,,"ZCTA5 01518",72470,"ZCTA5 01518",23860
"G01519","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,,,,"86000US01519",,,"ZCTA5 01519",109670,"ZCTA5 01519",12615
"G01520","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,,,,"86000US01520",,,"ZCTA5 01520",109529,"ZCTA5 01520",7796
"G01521","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,,,,"86000US01521",,,"ZCTA5 01521",82179,"ZCTA5 01521",4326
"G01522","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,,,,"86000US01522",,,"ZCTA5 01522",108036,"ZCTA5 01522",9583
"G01523","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,,,,"86000US01523",,,"ZCTA5 01523",93385,"ZCTA5 01523",13898
"G01524","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,,,,"86000US01524",,,"ZCTA5 01524",81042,"ZCTA5 01524",13138
"G01525","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,,,,"86000US01525",,,"ZCTA5 01525",40947,"ZCTA5 01525",16029
"G01527","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,,,,"86000US01527",,,"ZCTA5 01527",85781,"ZCTA5 01527",9258
"G01529","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,,,,"86000US01529",,,"ZCTA5 01529",79129,"ZCTA5 01529",6365
"G01531","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,,,,"86000US01531",,,"ZCTA5 01531",91125,"ZCTA5 01531",9368
"G01532","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,,,,"86000US01532",,,"ZCTA5 01532",128613,"ZCTA5 01532",5828
"G01534","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,,,,"86000US01534",,,"ZCTA5 01534",102284,"ZCTA5 01534",13322
"G01535","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,,,,"86000US01535",,,"ZCTA5 01535",78750,"ZCTA5 01535",7371
"G01536","2015-2019","US",,,,,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,,,,"86000US01536",,,"ZCTA5 01536",109329,"ZCTA5 01536",9452
